Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,Plugin Output
"10736","","","None","192.168.9.24","tcp","445","DCE Services Enumeration","A DCE/RPC service is running on the remote host.","By sending a Lookup request to the portmapper (TCP 135 or epmapper
PIPE) it was possible to enumerate the Distributed Computing Environment
(DCE) services running on the remote port.
Using this information it is possible to connect and bind to
each service by sending an RPC request to the remote port/pipe.","n/a","
The following DCERPC services are available remotely :

Object UUID : 765294ba-60bc-48b8-92e9-89fd77769d91
UUID : d95afe70-a6d5-4259-822e-2c84da1ddb0d, version 1.0
Description : Unknown RPC service
Type : Remote RPC service
Named pipe : \PIPE\InitShutdown
Netbios name : \\902-STUDENT7

Object UUID : b08669ee-8cb5-43a5-a017-84fe00000000
UUID : 76f226c3-ec14-4325-8a99-6a46348418af, version 1.0
Description : Unknown RPC service
Type : Remote RPC service
Named pipe : \PIPE\InitShutdown
Netbios name : \\902-STUDENT7

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 2f5f6521-cb55-1059-b446-00df0bce31db, version 1.0
Description : Unknown RPC service
Annotation : Unimodem LRPC Endpoint
Type : Remote RPC service
Named pipe : \PIPE\wkssvc
Netbios name : \\902-STUDENT7

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 2f5f6521-cb55-1059-b446-00df0bce31db, version 1.0
Description : Unknown RPC service
Annotation : Unimodem LRPC Endpoint
Type : Remote RPC service
Named pipe : \pipe\keysvc
Netbios name : \\902-STUDENT7

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 2f5f6521-cb55-1059-b446-00df0bce31db, version 1.0
Description : Unknown RPC service
Annotation : Unimodem LRPC Endpoint
Type : Remote RPC service
Named pipe : \pipe\tapsrv
Netbios name : \\902-STUDENT7

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : b58aa02e-2884-4e97-8176-4ee06d794184, version 1.0
Description : Unknown RPC service
Type : Remote RPC service
Named pipe : \pipe\trkwks
Netbios name : \\902-STUDENT7

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 12345778-1234-abcd-ef00-0123456789ac, version 1.0
Description : Security Account Manager
Windows process : lsass.exe
Type : Remote RPC service
Named pipe : \pipe\lsass
Netbios name : \\902-STUDENT7

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 12345778-1234-abcd-ef00-0123456789ac, version 1.0
Description : Security Account Manager
Windows process : lsass.exe
Type : Remote RPC service
Named pipe : \PIPE\protected_storage
Netbios name : \\902-STUDENT7

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 1ff70682-0a51-30e8-076d-740be8cee98b, version 1.0
Description : Scheduler Service
Windows process : svchost.exe
Type : Remote RPC service
Named pipe : \PIPE\atsvc
Netbios name : \\902-STUDENT7

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 378e52b0-c0a9-11cf-822d-00aa0051e40f, version 1.0
Description : Scheduler Service
Windows process : svchost.exe
Type : Remote RPC service
Named pipe : \PIPE\atsvc
Netbios name : \\902-STUDENT7

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 86d35949-83c9-4044-b424-db363231fd0c, version 1.0
Description : Unknown RPC service
Type : Remote RPC service
Named pipe : \PIPE\atsvc
Netbios name : \\902-STUDENT7

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : a398e520-d59a-4bdd-aa7a-3c1e0303a511, version 1.0
Description : Unknown RPC service
Annotation : IKE/Authip API
Type : Remote RPC service
Named pipe : \PIPE\atsvc
Netbios name : \\902-STUDENT7

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 552d076a-cb29-4e44-8b6a-d15e59e2c0af, version 1.0
Description : Unknown RPC service
Annotation : IP Transition Configuration endpoint
Type : Remote RPC service
Named pipe : \PIPE\atsvc
Netbios name : \\902-STUDENT7

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 98716d03-89ac-44c7-bb8c-285824e51c4a, version 1.0
Description : Unknown RPC service
Annotation : XactSrv service
Type : Remote RPC service
Named pipe : \PIPE\atsvc
Netbios name : \\902-STUDENT7

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : f6beaff7-1e19-4fbb-9f8f-b89e2018337c, version 1.0
Description : Unknown RPC service
Annotation : Event log TCPIP
Type : Remote RPC service
Named pipe : \pipe\eventlog
Netbios name : \\902-STUDENT7

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 30adc50c-5cbc-46ce-9a0e-91914789e23c, version 1.0
Description : Unknown RPC service
Annotation : NRP server endpoint
Type : Remote RPC service
Named pipe : \pipe\eventlog
Netbios name : \\902-STUDENT7

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 3c4728c5-f0ab-448b-bda1-6ce01eb0a6d6, version 1.0
Description : Unknown RPC service
Annotation : DHCPv6 Client LRPC Endpoint
Type : Remote RPC service
Named pipe : \pipe\eventlog
Netbios name : \\902-STUDENT7

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 3c4728c5-f0ab-448b-bda1-6ce01eb0a6d5, version 1.0
Description : DHCP Client Service
Windows process : svchost.exe
Annotation : DHCP Client LRPC Endpoint
Type : Remote RPC service
Named pipe : \pipe\eventlog
Netbios name : \\902-STUDENT7

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 06bba54a-be05-49f9-b0a0-30f790261023, version 1.0
Description : Unknown RPC service
Annotation : Security Center
Type : Remote RPC service
Named pipe : \pipe\eventlog
Netbios name : \\902-STUDENT7

"
"10736","","","None","192.168.9.24","tcp","1027","DCE Services Enumeration","A DCE/RPC service is running on the remote host.","By sending a Lookup request to the portmapper (TCP 135 or epmapper
PIPE) it was possible to enumerate the Distributed Computing Environment
(DCE) services running on the remote port.
Using this information it is possible to connect and bind to
each service by sending an RPC request to the remote port/pipe.","n/a","
The following DCERPC services are available on TCP port 1027 :

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 86d35949-83c9-4044-b424-db363231fd0c, version 1.0
Description : Unknown RPC service
Type : Remote RPC service
TCP Port : 1027
IP : 192.168.9.24

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : a398e520-d59a-4bdd-aa7a-3c1e0303a511, version 1.0
Description : Unknown RPC service
Annotation : IKE/Authip API
Type : Remote RPC service
TCP Port : 1027
IP : 192.168.9.24

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 552d076a-cb29-4e44-8b6a-d15e59e2c0af, version 1.0
Description : Unknown RPC service
Annotation : IP Transition Configuration endpoint
Type : Remote RPC service
TCP Port : 1027
IP : 192.168.9.24

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 98716d03-89ac-44c7-bb8c-285824e51c4a, version 1.0
Description : Unknown RPC service
Annotation : XactSrv service
Type : Remote RPC service
TCP Port : 1027
IP : 192.168.9.24

"
"10736","","","None","192.168.9.24","tcp","1030","DCE Services Enumeration","A DCE/RPC service is running on the remote host.","By sending a Lookup request to the portmapper (TCP 135 or epmapper
PIPE) it was possible to enumerate the Distributed Computing Environment
(DCE) services running on the remote port.
Using this information it is possible to connect and bind to
each service by sending an RPC request to the remote port/pipe.","n/a","
The following DCERPC services are available on TCP port 1030 :

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 367abb81-9844-35f1-ad32-98f038001003, version 2.0
Description : Unknown RPC service
Type : Remote RPC service
TCP Port : 1030
IP : 192.168.9.24

"
"10736","","","None","192.168.9.24","tcp","1025","DCE Services Enumeration","A DCE/RPC service is running on the remote host.","By sending a Lookup request to the portmapper (TCP 135 or epmapper
PIPE) it was possible to enumerate the Distributed Computing Environment
(DCE) services running on the remote port.
Using this information it is possible to connect and bind to
each service by sending an RPC request to the remote port/pipe.","n/a","
The following DCERPC services are available on TCP port 1025 :

Object UUID : 765294ba-60bc-48b8-92e9-89fd77769d91
UUID : d95afe70-a6d5-4259-822e-2c84da1ddb0d, version 1.0
Description : Unknown RPC service
Type : Remote RPC service
TCP Port : 1025
IP : 192.168.9.24

"
"10736","","","None","192.168.9.24","tcp","1029","DCE Services Enumeration","A DCE/RPC service is running on the remote host.","By sending a Lookup request to the portmapper (TCP 135 or epmapper
PIPE) it was possible to enumerate the Distributed Computing Environment
(DCE) services running on the remote port.
Using this information it is possible to connect and bind to
each service by sending an RPC request to the remote port/pipe.","n/a","
The following DCERPC services are available on TCP port 1029 :

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 12345778-1234-abcd-ef00-0123456789ac, version 1.0
Description : Security Account Manager
Windows process : lsass.exe
Type : Remote RPC service
TCP Port : 1029
IP : 192.168.9.24

"
"10736","","","None","192.168.9.24","tcp","1026","DCE Services Enumeration","A DCE/RPC service is running on the remote host.","By sending a Lookup request to the portmapper (TCP 135 or epmapper
PIPE) it was possible to enumerate the Distributed Computing Environment
(DCE) services running on the remote port.
Using this information it is possible to connect and bind to
each service by sending an RPC request to the remote port/pipe.","n/a","
The following DCERPC services are available on TCP port 1026 :

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : f6beaff7-1e19-4fbb-9f8f-b89e2018337c, version 1.0
Description : Unknown RPC service
Annotation : Event log TCPIP
Type : Remote RPC service
TCP Port : 1026
IP : 192.168.9.24

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 30adc50c-5cbc-46ce-9a0e-91914789e23c, version 1.0
Description : Unknown RPC service
Annotation : NRP server endpoint
Type : Remote RPC service
TCP Port : 1026
IP : 192.168.9.24

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 3c4728c5-f0ab-448b-bda1-6ce01eb0a6d6, version 1.0
Description : Unknown RPC service
Annotation : DHCPv6 Client LRPC Endpoint
Type : Remote RPC service
TCP Port : 1026
IP : 192.168.9.24

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 3c4728c5-f0ab-448b-bda1-6ce01eb0a6d5, version 1.0
Description : DHCP Client Service
Windows process : svchost.exe
Annotation : DHCP Client LRPC Endpoint
Type : Remote RPC service
TCP Port : 1026
IP : 192.168.9.24

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 06bba54a-be05-49f9-b0a0-30f790261023, version 1.0
Description : Unknown RPC service
Annotation : Security Center
Type : Remote RPC service
TCP Port : 1026
IP : 192.168.9.24

"
"10736","","","None","192.168.9.24","tcp","1031","DCE Services Enumeration","A DCE/RPC service is running on the remote host.","By sending a Lookup request to the portmapper (TCP 135 or epmapper
PIPE) it was possible to enumerate the Distributed Computing Environment
(DCE) services running on the remote port.
Using this information it is possible to connect and bind to
each service by sending an RPC request to the remote port/pipe.","n/a","
The following DCERPC services are available on TCP port 1031 :

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 6b5bdd1e-528c-422c-af8c-a4079be4fe48, version 1.0
Description : Unknown RPC service
Annotation : Remote Fw APIs
Type : Remote RPC service
TCP Port : 1031
IP : 192.168.9.24

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 12345678-1234-abcd-ef00-0123456789ab, version 1.0
Description : IPsec Services (Windows XP & 2003)
Windows process : lsass.exe
Annotation : IPSec Policy agent endpoint
Type : Remote RPC service
TCP Port : 1031
IP : 192.168.9.24

"
"10785","","","None","192.168.9.24","tcp","445","Microsoft Windows SMB NativeLanManager Remote System Information Disclosure","It is possible to obtain information about the remote operating
system.","It is possible to get the remote operating system name and version
(Windows and/or Samba) by sending an authentication request to port 139
or 445.","n/a","The remote Operating System is : Windows 7 Enterprise 7601 Service Pack 1
The remote native lan manager is : Windows 7 Enterprise 6.1
The remote SMB Domain Name is : 902-STUDENT7
"
"11011","","","None","192.168.9.24","tcp","445","Microsoft Windows SMB Service Detection","A file / print sharing service is listening on the remote host.","The remote service understands the CIFS (Common Internet File System)
or Server Message Block (SMB) protocol, used to provide shared access
to files, printers, etc between nodes on a network.","n/a","
A CIFS server is running on this port.
"
"11011","","","None","192.168.9.24","tcp","139","Microsoft Windows SMB Service Detection","A file / print sharing service is listening on the remote host.","The remote service understands the CIFS (Common Internet File System)
or Server Message Block (SMB) protocol, used to provide shared access
to files, printers, etc between nodes on a network.","n/a","
An SMB server is running on this port.
"
"11219","","","None","192.168.9.24","tcp","139","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.
It shall be reasonably quick even against a firewalled target.

Note that SYN scanners are less intrusive than TCP (full 
connect) scanners against broken services, but they might 
kill lame misconfigured firewalls. They might also leave unclosed
connections on the remote target, if the network is loaded.","Protect your target with an IP filter.","Port 139/tcp was found to be open"
"11219","","","None","192.168.9.24","tcp","135","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.
It shall be reasonably quick even against a firewalled target.

Note that SYN scanners are less intrusive than TCP (full 
connect) scanners against broken services, but they might 
kill lame misconfigured firewalls. They might also leave unclosed
connections on the remote target, if the network is loaded.","Protect your target with an IP filter.","Port 135/tcp was found to be open"
"11219","","","None","192.168.9.24","tcp","80","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.
It shall be reasonably quick even against a firewalled target.

Note that SYN scanners are less intrusive than TCP (full 
connect) scanners against broken services, but they might 
kill lame misconfigured firewalls. They might also leave unclosed
connections on the remote target, if the network is loaded.","Protect your target with an IP filter.","Port 80/tcp was found to be open"
"11219","","","None","192.168.9.24","tcp","1029","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.
It shall be reasonably quick even against a firewalled target.

Note that SYN scanners are less intrusive than TCP (full 
connect) scanners against broken services, but they might 
kill lame misconfigured firewalls. They might also leave unclosed
connections on the remote target, if the network is loaded.","Protect your target with an IP filter.","Port 1029/tcp was found to be open"
"11219","","","None","192.168.9.24","tcp","445","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.
It shall be reasonably quick even against a firewalled target.

Note that SYN scanners are less intrusive than TCP (full 
connect) scanners against broken services, but they might 
kill lame misconfigured firewalls. They might also leave unclosed
connections on the remote target, if the network is loaded.","Protect your target with an IP filter.","Port 445/tcp was found to be open"
"11219","","","None","192.168.9.24","tcp","1025","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.
It shall be reasonably quick even against a firewalled target.

Note that SYN scanners are less intrusive than TCP (full 
connect) scanners against broken services, but they might 
kill lame misconfigured firewalls. They might also leave unclosed
connections on the remote target, if the network is loaded.","Protect your target with an IP filter.","Port 1025/tcp was found to be open"
"11219","","","None","192.168.9.24","tcp","1026","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.
It shall be reasonably quick even against a firewalled target.

Note that SYN scanners are less intrusive than TCP (full 
connect) scanners against broken services, but they might 
kill lame misconfigured firewalls. They might also leave unclosed
connections on the remote target, if the network is loaded.","Protect your target with an IP filter.","Port 1026/tcp was found to be open"
"11219","","","None","192.168.9.24","tcp","1030","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.
It shall be reasonably quick even against a firewalled target.

Note that SYN scanners are less intrusive than TCP (full 
connect) scanners against broken services, but they might 
kill lame misconfigured firewalls. They might also leave unclosed
connections on the remote target, if the network is loaded.","Protect your target with an IP filter.","Port 1030/tcp was found to be open"
"11219","","","None","192.168.9.24","tcp","1027","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.
It shall be reasonably quick even against a firewalled target.

Note that SYN scanners are less intrusive than TCP (full 
connect) scanners against broken services, but they might 
kill lame misconfigured firewalls. They might also leave unclosed
connections on the remote target, if the network is loaded.","Protect your target with an IP filter.","Port 1027/tcp was found to be open"
"11219","","","None","192.168.9.24","tcp","5900","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.
It shall be reasonably quick even against a firewalled target.

Note that SYN scanners are less intrusive than TCP (full 
connect) scanners against broken services, but they might 
kill lame misconfigured firewalls. They might also leave unclosed
connections on the remote target, if the network is loaded.","Protect your target with an IP filter.","Port 5900/tcp was found to be open"
"11219","","","None","192.168.9.24","tcp","903","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.
It shall be reasonably quick even against a firewalled target.

Note that SYN scanners are less intrusive than TCP (full 
connect) scanners against broken services, but they might 
kill lame misconfigured firewalls. They might also leave unclosed
connections on the remote target, if the network is loaded.","Protect your target with an IP filter.","Port 903/tcp was found to be open"
"11219","","","None","192.168.9.24","tcp","1031","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.
It shall be reasonably quick even against a firewalled target.

Note that SYN scanners are less intrusive than TCP (full 
connect) scanners against broken services, but they might 
kill lame misconfigured firewalls. They might also leave unclosed
connections on the remote target, if the network is loaded.","Protect your target with an IP filter.","Port 1031/tcp was found to be open"
"11219","","","None","192.168.9.24","tcp","913","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.
It shall be reasonably quick even against a firewalled target.

Note that SYN scanners are less intrusive than TCP (full 
connect) scanners against broken services, but they might 
kill lame misconfigured firewalls. They might also leave unclosed
connections on the remote target, if the network is loaded.","Protect your target with an IP filter.","Port 913/tcp was found to be open"
"11422","","","None","192.168.9.24","tcp","80","Web Server Unconfigured - Default Install Page Present","The remote web server is not configured or is not properly configured.","The remote web server uses its default welcome page.  It probably
means that this server is not used at all or is serving content that
is meant to be hidden.","Disable this service if you do not use it.","
The default welcome page is from IIS.
"
"11936","","","None","192.168.9.24","tcp","0","OS Identification","It is possible to guess the remote operating system.","Using a combination of remote probes (TCP/IP, SMB, HTTP, NTP, SNMP, 
etc...), it is possible to guess the name of the remote operating 
system in use. It is also sometimes possible to guess the version of
the operating system.","n/a","
Remote operating system : Microsoft Windows 7 Enterprise
Confidence Level : 99
Method : MSRPC

 
The remote host is running Microsoft Windows 7 Enterprise"
"12053","","","None","192.168.9.24","tcp","0","Host Fully Qualified Domain Name (FQDN) Resolution","It was possible to resolve the name of the remote host.","Nessus was able to resolve the FQDN of the remote host.","n/a","
192.168.9.24 resolves as 902-Student7.
"
"15766","","","None","192.168.9.24","udp","1971","NetOp Products Detection (UDP)","A remote control software is running on this port.","This script detects if the remote system has a Danware NetOp program
enabled and running on UDP.  These programs are used for remote system
administration, for telecommuting and for live online training.  They
also usually allow authenticated users to access the local system
remotely.","n/a","
Danware NetOp School Student is listening on this port.


NetOp School Student (client) allows its user to participate in live
online education or training sessions broadcast from a computer
running NetOp School Teacher.

During the session, the Teacher has extensive control over the users
computer, with very few restrictions, as is appropriate when the
teacher can be assumed to be a higher authority than the student.


Make sure the user of this machine is currently participating in
online training using NetOp School, and that a teacher password has
been set on the Student.

Outside dedicated teaching environments, NetOp School should not be
running when the user is not actively participating in a class.
"
"15767","CVE-2004-0950","5.0","Medium","192.168.9.24","udp","1971","Danware NetOp Host HELO Request Remote Information Disclosure","Basic information about the remote host can be read.","This script simply displays the basic name and address information 
provided by NetOp products for easy network browsing and reminds admins 
to turn off that information if they don't want it to be visible.

The script also provides program-specific instructions for doing so 
depending on the actual product detected.","Turn off that information.","
Danware NetOp School Student information disclosure.

The following information is made publicly visible on the classroom
network so the Teacher and Student can see each other in the class:

host: ""902-STUDENT7""
user: ""ADMIN""
""902""
address: ""192.168.9.24""

If this information is visible from outside the schools network, you 
should reconfigure your firewall to limit access to this port to those
students and teachers who are participating from their homes etc.

"
"19288","","","None","192.168.9.24","tcp","5900","VNC Server Security Type Detection","A VNC server is running on the remote host.","This script checks the remote VNC server protocol version and the
available 'security types'.","n/a","
The remote VNC server chose security type #6 (RA2ne)"
"19506","","","None","192.168.9.24","tcp","0","Nessus Scan Information","Information about the Nessus scan.","This script displays, for each tested host, information about the
scan itself :

 - The version of the plugin set
 - The type of plugin feed (HomeFeed or ProfessionalFeed)
 - The version of the Nessus Engine
 - The port scanner(s) used
 - The port range scanned
 - Whether credentialed or third-party patch management 
   checks are possible
 - The date of the scan
 - The duration of the scan
 - The number of hosts scanned in parallel
 - The number of checks done in parallel","n/a","Information about this scan : 

Nessus version : 5.0.3 (Nessus 5.2.1 is available - consider upgrading)

Plugin feed version : 201305290115
Type of plugin feed : HomeFeed (Non-commercial use only)
Scanner IP : 192.168.9.12
Port scanner(s) : nessus_syn_scanner 
Port range : default
Thorough tests : no
Experimental tests : no
Paranoia level : 1
Report Verbosity : 1
Safe checks : yes
Optimize the test : yes
Credentialed checks : no
Patch management checks : None
CGI scanning : disabled
Web application tests : disabled
Max hosts : 80
Max checks : 5
Recv timeout : 5
Backports : None
Allow post-scan editing: Yes
Scan Start Date : 2013/5/29 3:37
Scan duration : 195 sec
"
"20301","","","None","192.168.9.24","tcp","903","VMware ESX/GSX Server detection","The remote host appears to be running VMware Server, ESX Server, or
GSX Server.","According to its banner, the remote host appears to be running a
VMware server authentication daemon, which likely indicates the remote
host is running VMware Server, ESX Server, or GSX Server.","n/a",""
"20301","","","None","192.168.9.24","tcp","913","VMware ESX/GSX Server detection","The remote host appears to be running VMware Server, ESX Server, or
GSX Server.","According to its banner, the remote host appears to be running a
VMware server authentication daemon, which likely indicates the remote
host is running VMware Server, ESX Server, or GSX Server.","n/a",""
"22964","","","None","192.168.9.24","tcp","80","Service Detection","The remote service could be identified.","It was possible to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","A web server is running on this port."
"22964","","","None","192.168.9.24","tcp","903","Service Detection","The remote service could be identified.","It was possible to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","A VMware authentication daemon is running on this port."
"22964","","","None","192.168.9.24","tcp","913","Service Detection","The remote service could be identified.","It was possible to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","A VMware authentication daemon is running on this port."
"22964","","","None","192.168.9.24","tcp","5900","Service Detection","The remote service could be identified.","It was possible to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","A vnc server is running on this port."
"24260","","","None","192.168.9.24","tcp","80","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive and HTTP pipelining are enabled,
etc... 

This test is informational only and does not denote any security
problem.","n/a","
Protocol version : HTTP/1.1
SSL : no
Keep-Alive : no
Options allowed : OPTIONS, TRACE, GET, HEAD, POST
Headers :

  Content-Type: text/html
  Last-Modified: Fri, 02 Dec 2011 09:31:34 GMT
  Accept-Ranges: bytes
  ETag: ""cd14d42ed5b0cc1:0""
  Server: Microsoft-IIS/7.5
  X-Powered-By: ASP.NET
  Date: Wed, 29 May 2013 07:36:36 GMT
  Content-Length: 689
  
"
"24786","","","None","192.168.9.24","tcp","0","Nessus Windows Scan Not Performed with Admin Privileges","The Nessus scan of this host may be incomplete due to insufficient
privileges provided.","The Nessus scanner testing the remote host has been given SMB
credentials to log into the remote host, however these credentials do
not have administrative privileges. 

Typically, when Nessus performs a patch audit, it logs into the remote
host and reads the version of the DLLs on the remote host to determine
if a given patch has been applied or not.  This is the method Microsoft
recommends to determine if a patch has been applied. 

If your Nessus scanner does not have administrative privileges when
doing a scan, then Nessus has to fall back to perform a patch audit
through the registry which may lead to false positives (especially when
using third-party patch auditing tools) or to false negatives (not all
patches can be detected through the registry).","Reconfigure your scanner to use credentials with administrative
privileges.","
It was not possible to connect to '\\902-STUDENT7\ADMIN$' with the supplied credentials.
"
"25220","","","None","192.168.9.24","tcp","0","TCP/IP Timestamps Supported","The remote service implements TCP timestamps.","The remote host implements TCP timestamps, as defined by RFC1323.  A
side effect of this feature is that the uptime of the remote host can
sometimes be computed.","n/a",""
"26917","","","None","192.168.9.24","tcp","445","Microsoft Windows SMB Registry : Nessus Cannot Access the Windows Registry","Nessus is not able to access the remote Windows Registry.","It was not possible to connect to PIPE\winreg on the remote host.

If you intend to use Nessus to perform registry-based checks, the
registry checks will not work because the 'Remote Registry Access'
service (winreg) has been disabled on the remote host or can not be
connected to with the supplied credentials.","n/a","Could not connect to the registry because:
Could not connect to \winreg"
"35716","","","None","192.168.9.24","tcp","0","Ethernet Card Manufacturer Detection","The manufacturer can be deduced from the Ethernet OUI.","Each ethernet MAC address starts with a 24-bit 'Organizationally 
Unique Identifier'.
These OUI are registered by IEEE.","n/a","
The following card manufacturers were identified :

00:22:4d:50:81:55 : MITAC INTERNATIONAL CORP.
"
"43111","","","None","192.168.9.24","tcp","80","HTTP Methods Allowed (per directory)","This plugin determines which HTTP methods are allowed on various CGI
directories.","By calling the OPTIONS method, it is possible to determine which HTTP 
methods are allowed on each directory. 

As this list may be incomplete, the plugin also tests - if 'Thorough
tests' are enabled or 'Enable web applications tests' is set to 'yes'
in the scan policy - various known HTTP methods on each directory and
considers them as unsupported if it receives a response code of 400,
403, 405, or 501. 

Note that the plugin output is only informational and does not
necessarily indicate the presence of any security vulnerabilities.","n/a","Based on the response to an OPTIONS request :

  - HTTP methods  GET  HEAD  POST  TRACE OPTIONS are allowed on : 

    /

"
"43815","","","None","192.168.9.24","udp","137","NetBIOS Multiple IP Address Enumeration","The remote host is configured with multiple IP addresses.","By sending a special NetBIOS query, Nessus was able to detect the use
of multiple IP addresses on the remote host.  This indicates the host
may be running virtualization software, a VPN client, or has multiple
network interfaces.","n/a","
The remote host appears to be using the following IP addresses :

  - 192.168.9.24
  - 192.168.150.1
  - 192.168.93.1
"
"45590","","","None","192.168.9.24","tcp","0","Common Platform Enumeration (CPE)","It is possible to enumerate CPE names that matched on the remote
system.","By using information obtained from a Nessus scan, this plugin reports
CPE (Common Platform Enumeration) matches for various hardware and
software products found on a host. 

Note that if an official CPE is not available for the product, this
plugin computes the best possible CPE based on the information available
from the scan.","n/a","
The remote operating system matched the following CPE : 

  cpe:/o:microsoft:windows_7:::enterprise

Following application CPE matched on the remote system :

  cpe:/a:microsoft:iis:7.5 -> Microsoft Internet Information Services (IIS) 7.5
"
"54615","","","None","192.168.9.24","tcp","0","Device Type","It is possible to guess the remote device type.","Based on the remote operating system, it is possible to determine
what the remote system type is (eg: a printer, router, general-purpose
computer, etc).","n/a","Remote device type : general-purpose
Confidence level : 99
"
"57608","","5.0","Medium","192.168.9.24","tcp","445","SMB Signing Disabled","Signing is disabled on the remote SMB server.","Signing is disabled on the remote SMB server.  This can allow
man-in-the-middle attacks against the SMB server.","Enforce message signing in the host's configuration.  On Windows,
this is found in the Local Security Policy.  On Samba, the setting is
called 'server signing'.  See the 'see also' links for further
details.",""
"65792","","","None","192.168.9.24","tcp","5900","VNC Server Unencrypted Communication Detection","A VNC server with one or more unencrypted 'security-types' is running
on the remote host.","This script checks the remote VNC server protocol version and the
available 'security types' to determine if any unencrypted
'security-types' are in use or available.","n/a","
The remote VNC server supports the following security type
which does not perform full data communication encryption :

  6 (RA2ne)

The remote VNC server supports the following security type
which does not perform full data communication encryption by
default and thus should be checked to ensure that full data
encryption is enabled :

  6 (RA2ne)
"
"10107","","","None","192.168.9.25","tcp","80","HTTP Server Type and Version","A web server is running on the remote host.","This plugin attempts to determine the type and the version of the
remote web server.","n/a","The remote web server type is :

Microsoft-IIS/7.5"
"10114","CVE-1999-0524","","None","192.168.9.25","icmp","0","ICMP Timestamp Request Remote Date Disclosure","It is possible to determine the exact time set on the remote host.","The remote host answers to an ICMP timestamp request.  This allows an
attacker to know the date that is set on the targeted machine, which
may assist an unauthenticated, remote attacker in defeating time-based
authentication protocols.

Timestamps returned from machines running Windows Vista / 7 / 2008 /
2008 R2 are deliberately incorrect, but usually within 1000 seconds of
the actual system time.","Filter out the ICMP timestamp requests (13), and the outgoing ICMP
timestamp replies (14).","This host returns non-standard timestamps (high bit is set)
The ICMP timestamps might be in little endian format (not in network format)
The difference between the local and remote clocks is -348 seconds.
"
